filename,width,height,class,xmin,ymin,xmax,ymax
PennPed00080.png,435,361,person,72,47,175,339
PennPed00080.png,435,361,person,198,43,314,339
PennPed00080.png,435,361,person,320,44,422,332
PennPed00081.png,561,387,person,148,85,240,366
PennPed00081.png,561,387,person,233,54,337,360
PennPed00081.png,561,387,person,330,75,455,366
PennPed00082.png,398,321,person,80,22,229,312
PennPed00083.png,371,341,person,108,32,249,327
PennPed00083.png,371,341,person,38,22,124,299
PennPed00084.png,370,356,person,142,46,310,342
PennPed00084.png,370,356,person,274,21,362,334
PennPed00084.png,370,356,person,161,95,208,258
PennPed00085.png,403,341,person,89,27,200,302
PennPed00085.png,403,341,person,245,38,368,329
PennPed00086.png,474,354,person,8,33,109,253
PennPed00086.png,474,354,person,208,49,306,318
PennPed00086.png,474,354,person,345,32,457,325
PennPed00086.png,474,354,person,73,163,180,353
PennPed00086.png,474,354,person,113,65,164,197
PennPed00087.png,325,343,person,23,16,148,322
PennPed00088.png,375,320,person,73,18,215,312
PennPed00089.png,428,317,person,85,25,165,294
PennPed00089.png,428,317,person,140,6,297,309
PennPed00090.png,500,370,person,80,23,212,358
PennPed00090.png,500,370,person,43,39,122,346
PennPed00090.png,500,370,person,206,38,366,326
PennPed00091.png,372,324,person,212,26,336,321
PennPed00092.png,600,447,person,106,76,311,434
PennPed00092.png,600,447,person,288,94,464,390
PennPed00093.png,368,311,person,51,6,222,302
PennPed00094.png,422,349,person,122,27,256,322
PennPed00095.png,512,375,person,193,50,300,337
PennPed00095.png,512,375,person,320,55,432,335
PennPed00096.png,294,331,person,6,38,103,324
PennPed00096.png,294,331,person,101,26,206,323
